	prediction key	run number	index	Accuracy	Inter-Aspect	Position	CWR	Model	Macro F1	STAC Multi	STAC 1	STAC	Dataset	1-TSSR	1-multi-TSSR	1-target	distinct_sentiment_1	distinct_sentiment_2	distinct_sentiment_3	high-TSSR	high-shot	high-targets	known_sentiment_known_target	low-TSSR	low-shot	low-targets	med-shot	med-targets	unknown_sentiment_known_target	unknown_targets	zero-shot	Data Split	Total Sentences	DS 1 Sentences	DS 2 and 3 Sentences
20	predicted_target_sentiment_AE_GloVe_None_None	4	20	0.5678866587957497	False	False	False	AE	0.4478920245703777	0.09137055837563451	0.4840085287846482	0.3047508690614137	Election	0.45568187178640507	0.4869830772529846	0.45568187178640507	0.48419795841839686	0.4061303319857572	0.43804372323642093	0.3960357624831308	0.4633367904052898	0.43942310321832845	0.4531297956486791	0.4268577952485999	0.4176282436252426	0.4361209619830309	0.4427237426970569	0.46673223175905026	0.2111738993938516	0.45996040072820127	0.45996040072820127	Test	863	469	394
21	predicted_target_sentiment_AE_GloVe_None_None	5	21	0.5619834710743802	False	False	False	AE	0.45578398115848645	0.11421319796954314	0.4115138592750533	0.27578215527230593	Election	0.39927707915679483	0.4692884528950103	0.39927707915679483	0.46469616069158404	0.43421646773936	0.4824551971326165	0.42463269054178143	0.4575949451048158	0.453233472070677	0.46441955533900675	0.4569008033362734	0.43278299426186756	0.44600223473866235	0.45716460965911127	0.47485665503013963	0.19657800092582703	0.4555705066458822	0.4555705066458822	Test	863	469	394
22	predicted_target_sentiment_AE_GloVe_None_None	6	22	0.5639512003148367	False	False	False	AE	0.407246174082132	0.116751269035533	0.4626865671641791	0.3047508690614137	Election	0.38565987746315616	0.4207064397268235	0.38565987746315616	0.41774853366786613	0.39167122296778806	0.39976363951773797	0.39130208063653155	0.4285189875088995	0.38966697003404455	0.41556070335231254	0.3937701710106762	0.39481122085523407	0.4000129610248658	0.39929201716467544	0.43333173499560457	0.21723038124907287	0.3852969888112939	0.3852969888112939	Test	863	469	394
23	predicted_target_sentiment_AE_GloVe_None_None	7	23	0.5741833923652105	False	False	False	AE	0.45210349993837995	0.1218274111675127	0.4541577825159915	0.30243337195828507	Election	0.38529032258064516	0.4910830607748416	0.38529032258064516	0.4813339782174845	0.42943155913297354	0.42852287337971323	0.43356584055738195	0.4689529108437927	0.4355737252237772	0.4679477122064159	0.42264967935549974	0.43792060220702983	0.4553093144415688	0.4486696876143263	0.460960661219844	0.18291761148904007	0.42287044681194935	0.42287044681194935	Test	863	469	394
24	predicted_target_sentiment_AE_GloVe_None_sequential	0	64	0.5674931129476584	sequential	False	False	AE	0.42698419850426955	0.1065989847715736	0.47761194029850745	0.3082271147161066	Election	0.42064188859623447	0.44892725969131736	0.42064188859623447	0.4471885841725804	0.40520435877032623	0.42891872761689537	0.41750284187793013	0.4439882444220839	0.4450146758168024	0.4362307464383776	0.40339860665856303	0.41348675259595596	0.4071177144810949	0.40991243353641177	0.4429813572230648	0.18726379440665156	0.424096420677008	0.424096420677008	Test	863	469	394
25	predicted_target_sentiment_AE_GloVe_None_sequential	1	65	0.5560802833530106	sequential	False	False	AE	0.4213819740098648	0.10152284263959391	0.4520255863539446	0.29200463499420626	Election	0.39891159159669415	0.446532947855874	0.39891159159669415	0.44327053412917544	0.396855904776172	0.4196537652689671	0.3739255766718926	0.4272801467000362	0.39646293152235423	0.42921221830979156	0.41726336644060713	0.40756417291628555	0.42548657939615603	0.41413948047113874	0.43349777034559644	0.2074074074074074	0.41896635584540826	0.41896635584540826	Test	863	469	394
26	predicted_target_sentiment_AE_GloVe_None_sequential	2	66	0.5615899252262888	sequential	False	False	AE	0.4458564423664216	0.10913705583756345	0.47121535181236673	0.30590961761297797	Election	0.4315412186379928	0.47460791635548905	0.4315412186379928	0.4720795534026189	0.42245978369028164	0.41189344424638535	0.42268810907052895	0.4662828821788359	0.45956097559739223	0.4514473752039176	0.42055425353502063	0.4161272322375038	0.4278052850287473	0.42765586903517944	0.46142832408537693	0.15013488926532403	0.4760557938819172	0.4760557938819172	Test	863	469	394
27	predicted_target_sentiment_AE_GloVe_None_sequential	3	67	0.5741833923652105	sequential	False	False	AE	0.42359220400840075	0.08883248730964467	0.4989339019189765	0.31170336037079954	Election	0.39898989898989895	0.4604837764041744	0.39898989898989895	0.4553155692690576	0.39440739332703495	0.405120567047135	0.40844822041598045	0.42074784745900223	0.4264284179177796	0.4337200519615319	0.38699982680222617	0.409595697969286	0.40887956024331024	0.4225063347545879	0.44192847389852	0.14476190476190476	0.41638129300419263	0.41638129300419263	Test	863	469	394
28	predicted_target_sentiment_AE_GloVe_None_sequential	4	68	0.568280204643841	sequential	False	False	AE	0.4540371341668638	0.12690355329949238	0.44562899786780386	0.30011587485515645	Election	0.4326035395000913	0.4690455500727722	0.4326035395000913	0.4659668862692541	0.42773782516760367	0.48314339981006643	0.4201280156341851	0.4311276273293984	0.4311493483215984	0.46536280806886215	0.4497889062849186	0.4528168800167356	0.4517624859184872	0.47018050151833357	0.473260954112065	0.19655683579273633	0.4320070141743603	0.4320070141743603	Test	863	469	394
29	predicted_target_sentiment_AE_GloVe_None_sequential	5	69	0.5718221172766628	sequential	False	False	AE	0.44228126898658776	0.09390862944162437	0.4840085287846482	0.30590961761297797	Election	0.42904067609949964	0.4920149149201898	0.42904067609949964	0.4870878263746042	0.4097133130195076	0.3765356411622683	0.4185412704186057	0.4675668388194055	0.40337454945443474	0.45435574062224887	0.3941577926542779	0.4132814023804972	0.4375173526775977	0.4415713064964451	0.4774019567609684	0.17956985527302083	0.42627608433149256	0.42627608433149256	Test	863	469	394
30	predicted_target_sentiment_AE_GloVe_None_sequential	6	70	0.559228650137741	sequential	False	False	AE	0.43134443125360983	0.09137055837563451	0.48187633262260127	0.30359212050984935	Election	0.38856960408684543	0.49386347517898477	0.38856960408684543	0.48428949291551	0.38829695981561146	0.3877791608444951	0.38292084120230846	0.4457725948787967	0.4096341058751502	0.4434630616979242	0.3899903181060163	0.43162931839402424	0.4371495111966619	0.41976921843742293	0.4416827960021758	0.19983291562238933	0.3937333984602145	0.3937333984602145	Test	863	469	394
31	predicted_target_sentiment_AE_GloVe_None_sequential	7	71	0.5710350255804801	sequential	False	False	AE	0.4507059332401981	0.11928934010152284	0.4626865671641791	0.30590961761297797	Election	0.44661769648086797	0.48329870994195795	0.44661769648086797	0.4810645411107743	0.4199081432626197	0.45855356860262697	0.4226093845883081	0.45762859176758636	0.44521992002908034	0.45809375483557174	0.4268565347806472	0.43815129220901716	0.45024567263881715	0.43535262277928705	0.45210727969348663	0.21392620606607962	0.4545996889746889	0.4545996889746889	Test	863	469	394
32	predicted_target_sentiment_AE_GloVe_Weighting_None	0	80	0.5848091302636758	False	Weighting	False	AE	0.4858094783917411	0.16751269035532995	0.44349680170575695	0.3174971031286211	Election	0.44186016004197826	0.5203530540717877	0.44186016004197826	0.5146551554371229	0.44797186456760496	0.5233377023432272	0.4407389355940509	0.5008454386416632	0.475436587738392	0.4944875896458499	0.4758011855658321	0.46399682524909386	0.4876053770790613	0.4767069873704462	0.48994098011628723	0.25398936482134354	0.48947891337882715	0.48947891337882715	Test	863	469	394
33	predicted_target_sentiment_AE_GloVe_Weighting_None	1	81	0.5726092089728453	False	Weighting	False	AE	0.4473259390009896	0.11928934010152284	0.42857142857142855	0.287369640787949	Election	0.42228814956087685	0.4872863123025681	0.42228814956087685	0.4816178744252628	0.4115255521460772	0.470032945474358	0.4075957407603626	0.44727885854314636	0.4448750002417041	0.4579762414673966	0.43034157957299884	0.4295168353206557	0.4352861012697078	0.44810491899099497	0.46842906146029445	0.19913663663663664	0.43860430708083215	0.43860430708083215	Test	863	469	394
